Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Time,Merchant_Category,Transaction_Location,Card_Type,Device_Type,Is_Fraud
T100871,C2591,371.4,01-04-25 09:46,Restaurants,South Edgar,Debit,Web,0
T100872,C3593,166.33,31-07-25 02:58,Groceries,Sarahmouth,Debit,Web,0
T100873,C6898,106.12,05-01-25 02:30,Electronics,Christopherview,Prepaid,POS,0
T100874,C4487,320.89,22-06-25 23:32,Gas,Brendaside,Prepaid,Web,0
T100875,C1697,478.64,15-05-25 05:11,Clothing,Ricardohaven,Debit,POS,0
T100876,C8581,540.12,15-02-25 22:50,Clothing,New Karen,Debit,Web,0
T100877,C1552,112.64,13-03-25 10:45,Gas,Rubiohaven,Credit,Mobile,0
T100878,C7713,75.56,09-06-25 16:40,Electronics,Port Jamesbury,Prepaid,Web,0
T100879,C8219,40.81,28-06-25 15:16,Gas,West Ruthfurt,Credit,Web,0
T100880,C5804,166.23,14-06-25 12:30,Electronics,West Kevinberg,Prepaid,POS,0
T100881,C1686,267.52,21-06-25 22:07,Entertainment,Jenniferberg,Debit,POS,0
T100882,C1416,520.28,27-01-25 03:42,Travel,Port Michaelmouth,Prepaid,POS,0
T100883,C4285,306.74,22-03-25 22:25,Restaurants,East Daniel,Debit,Web,0
T100884,C5752,198.3,10-04-25 18:50,Travel,Christinahaven,Debit,Web,0
T100885,C9110,487.25,08-03-25 04:36,Health,North Gregorytown,Credit,Mobile,0
T100886,C4032,411.97,17-05-25 13:31,Entertainment,Lake Vincent,Debit,Web,0
T100887,C2829,40.18,11-08-25 14:20,Entertainment,New Michael,Debit,Mobile,0
T100888,C3022,274.51,12-02-25 22:39,Electronics,East Elizabethville,Credit,Web,0
T100889,C1873,48.85,16-07-25 20:24,Travel,South Kathyland,Credit,Web,0
T100890,C2152,155.28,04-05-25 14:52,Restaurants,Staffordhaven,Prepaid,Web,0
T100891,C9443,604.63,21-06-25 03:29,Health,New Christopher,Debit,POS,0
T100892,C4915,207.54,23-05-25 01:02,Clothing,Kimton,Prepaid,POS,0
T100893,C2194,321.41,31-07-25 11:04,Health,North Andrewmouth,Debit,Web,0
T100894,C1509,238.24,21-03-25 22:33,Clothing,Brandonchester,Prepaid,POS,0
T100895,C2386,302.18,22-03-25 07:15,Electronics,Laurenport,Credit,Web,0
T100896,C8256,151.5,05-08-25 06:39,Clothing,East Sandraland,Debit,POS,0
T100897,C3897,431.8,11-03-25 19:28,Gas,Walterhaven,Debit,Web,0
T100898,C9377,221.12,13-05-25 07:13,Restaurants,Patriciaside,Debit,Web,1
T100899,C7938,505.95,20-03-25 08:53,Electronics,Fernandezmouth,Debit,Web,0
T100900,C1808,502.99,18-02-25 15:13,Health,North Michele,Prepaid,Web,0
T100901,C4398,486.34,14-06-25 01:14,Entertainment,South Katherinechester,Credit,Web,0
T100902,C1253,232.22,20-06-25 06:21,Electronics,Christianside,Debit,Mobile,0
T100903,C1120,240.3,29-05-25 21:06,Groceries,Parkershire,Debit,Mobile,0
T100904,C4749,481.82,09-08-25 20:02,Entertainment,Eileenview,Prepaid,POS,0
T100905,C5132,101.28,02-03-25 00:01,Health,West James,Prepaid,POS,0
T100906,C1061,533.85,03-08-25 15:36,Travel,Douglashaven,Debit,Web,0
T100907,C1208,160.53,12-01-25 00:37,Travel,Hollytown,Credit,POS,0
T100908,C2389,169.51,22-03-25 01:32,Entertainment,South Angela,Debit,Mobile,0
T100909,C2338,196.22,20-07-25 04:04,Travel,Mikemouth,Prepaid,Mobile,0
T100910,C7212,167.43,17-07-25 14:28,Travel,Harrisport,Credit,Mobile,0
T100911,C6206,238.45,24-04-25 07:33,Health,Ashleyland,Debit,Web,0
T100912,C2359,52.12,06-05-25 02:50,Health,Lake Eric,Credit,POS,0
T100913,C3204,85.24,23-02-25 01:07,Travel,East Jaime,Debit,Mobile,0
T100914,C3061,471.19,19-08-25 16:23,Groceries,Dianefurt,Credit,Web,0
T100915,C3342,309.84,29-07-25 14:38,Travel,West Jerryville,Prepaid,Web,0
T100916,C5234,510.45,06-03-25 10:37,Health,South Lauriefort,Prepaid,POS,0
T100917,C9153,201.9,01-04-25 19:41,Restaurants,West Seanport,Credit,Mobile,0
T100918,C1422,300.79,22-07-25 23:50,Clothing,North Jorgeville,Prepaid,Web,0
T100919,C9991,576.56,05-04-25 21:43,Groceries,South Nancyland,Prepaid,Mobile,0
T100920,C3437,171.15,11-07-25 10:10,Groceries,North Mary,Debit,Web,0
T100921,C4094,20.97,10-04-25 17:33,Electronics,West Pamela,Debit,POS,0
T100922,C5184,333.44,04-01-25 21:26,Entertainment,East Franklinshire,Credit,Web,0
T100923,C8049,163.23,14-07-25 05:06,Entertainment,Ramseyland,Prepaid,POS,0
T100924,C6170,99.35,03-07-25 10:59,Travel,South Steven,Prepaid,POS,0
T100925,C4232,207.79,04-05-25 12:13,Gas,South Dominicville,Credit,POS,0
T100926,C2014,129.43,11-01-25 03:20,Entertainment,Sotoshire,Credit,Web,0
T100927,C6392,61.03,03-01-25 09:58,Electronics,West Paige,Credit,POS,0
T100928,C4417,260.66,26-02-25 22:31,Clothing,Paulborough,Debit,Web,0
T100929,C1470,189.68,06-06-25 18:10,Entertainment,Shawnhaven,Prepaid,POS,0
T100930,C9280,485.11,03-02-25 16:34,Travel,Russellville,Prepaid,POS,0
T100931,C9450,429.46,13-05-25 09:46,Electronics,Richardmouth,Debit,Web,0
T100932,C1830,539.46,08-04-25 10:58,Restaurants,Lake Brian,Debit,Web,0
T100933,C5568,302.76,13-01-25 16:28,Travel,Crystalbury,Debit,Web,1
T100934,C5600,74.04,13-03-25 15:59,Electronics,South Desireeview,Debit,Mobile,0
T100935,C5010,424.63,05-04-25 22:39,Travel,Jenniferborough,Debit,POS,0
T100936,C2505,512.46,14-02-25 18:20,Travel,Ericside,Debit,Web,0
T100937,C6680,442.94,09-01-25 22:44,Restaurants,Claireberg,Debit,POS,0
T100938,C6971,67.53,19-06-25 10:12,Electronics,East Nicholas,Debit,POS,0
T100939,C3999,217.28,28-06-25 17:26,Groceries,South Thomaschester,Credit,POS,0
T100940,C1100,544.27,11-01-25 17:06,Clothing,Markmouth,Debit,Mobile,0
T100941,C9207,503.48,10-04-25 11:00,Entertainment,Colemanstad,Debit,Web,0
T100942,C9563,148.46,28-03-25 08:15,Groceries,Stephenshire,Debit,Mobile,0
T100943,C2498,306.6,11-04-25 00:20,Health,Cummingschester,Debit,Mobile,0
T100944,C2069,513.84,05-08-25 05:03,Health,Bennettland,Debit,POS,0
T100945,C5837,221.8,20-07-25 13:07,Entertainment,East Kennethside,Debit,Web,0
T100946,C9517,440.12,13-08-25 13:03,Groceries,Bateshaven,Credit,POS,0
T100947,C4028,207.68,08-04-25 12:30,Entertainment,West Melissaside,Credit,POS,0
T100948,C4427,67.98,24-06-25 00:26,Entertainment,New Sarahborough,Debit,Mobile,0
T100949,C8649,251.84,29-04-25 19:06,Health,Lake Heatherfurt,Debit,POS,0
T100950,C7011,233.69,28-03-25 17:12,Travel,North Richardfort,Debit,POS,0
T100951,C7070,92.59,25-08-25 18:03,Groceries,South Debra,Prepaid,POS,0
T100952,C1326,491.8,01-08-25 09:09,Health,New Wendy,Prepaid,POS,0
T100953,C2557,448.76,15-01-25 17:16,Electronics,Lake Nathan,Credit,Web,0
T100954,C4878,488.74,05-03-25 16:57,Clothing,Brooksside,Credit,Mobile,0
T100955,C7302,493.95,15-03-25 21:30,Restaurants,East Keith,Credit,Mobile,0
T100956,C3593,247.32,05-04-25 13:59,Entertainment,Barbarabury,Prepaid,POS,0
T100957,C7056,78.31,20-03-25 02:58,Clothing,North Danielleville,Debit,POS,0
T100958,C8731,238.13,07-05-25 02:31,Restaurants,Alyssaville,Credit,Web,0
T100959,C7042,65.8,16-01-25 18:57,Electronics,Lake Stephanie,Credit,POS,0
T100960,C1454,326.33,20-07-25 12:48,Groceries,Kristinburgh,Prepaid,Mobile,0
T100961,C3339,269.96,31-08-25 12:19,Groceries,South Stacey,Debit,POS,0
T100962,C5811,4.88,24-08-25 00:16,Travel,Mccormickchester,Debit,POS,0
T100963,C3931,434.43,13-03-25 06:08,Gas,West Joshuaview,Debit,POS,0
T100964,C3400,135.7,22-04-25 20:11,Clothing,New Mark,Prepaid,Web,0
T100965,C9090,260.18,20-01-25 04:23,Clothing,Wallaceville,Prepaid,Web,0
T100966,C7194,441.44,16-01-25 19:01,Travel,Port Nicole,Prepaid,Web,0
T100967,C4180,555.51,20-05-25 10:21,Electronics,Parkburgh,Debit,POS,0
T100968,C2594,236.38,11-02-25 13:45,Entertainment,Colehaven,Credit,Web,0
T100969,C7017,233.15,02-06-25 21:28,Restaurants,Brownland,Credit,POS,0
T100970,C7630,293.24,15-07-25 14:02,Electronics,Morrisfort,Credit,Web,0
T100971,C8950,347.73,19-04-25 10:02,Clothing,Katrinaside,Credit,Mobile,0
T100972,C9934,212.6,06-05-25 16:00,Groceries,Cynthiaberg,Prepaid,POS,0
T100973,C4608,262.37,20-05-25 02:49,Health,Pattersonfort,Credit,Mobile,0
T100974,C4716,315.84,07-02-25 12:08,Groceries,Port Sethchester,Credit,Web,0
T100975,C1565,293.86,28-04-25 10:52,Travel,Richardton,Prepaid,POS,0
T100976,C3468,248.98,27-05-25 17:10,Clothing,Holmesview,Debit,POS,0
T100977,C9035,380.19,10-03-25 19:36,Groceries,Mitchellberg,Credit,POS,0
T100978,C6476,442.41,27-03-25 11:37,Restaurants,Loriton,Prepaid,POS,0
T100979,C8865,32.23,14-05-25 00:57,Travel,Douglasville,Debit,Web,0
T100980,C2028,130.65,07-06-25 21:38,Electronics,Schroederberg,Prepaid,Mobile,0
T100981,C6422,274.91,15-03-25 08:41,Gas,Katiestad,Credit,POS,0
T100982,C2677,274.22,10-07-25 13:24,Entertainment,Jenniferville,Credit,Mobile,0
T100983,C5843,348.92,10-07-25 09:14,Groceries,Michaelside,Prepaid,Mobile,0
T100984,C8370,227.39,11-04-25 15:22,Entertainment,South Lori,Prepaid,POS,1
T100985,C9770,324.48,26-01-25 22:03,Entertainment,South Alisonfort,Prepaid,POS,0
T100986,C5172,468.28,23-04-25 10:13,Restaurants,Markville,Credit,Web,0
T100987,C4003,324.33,12-08-25 05:38,Clothing,Thomaschester,Debit,Mobile,0
T100988,C5005,324.12,01-07-25 11:43,Groceries,Port Nicholasburgh,Debit,POS,0
T100989,C4528,335.34,30-01-25 04:56,Clothing,North Tony,Credit,Web,0
T100990,C2909,262.73,19-06-25 13:41,Clothing,Lake Jenna,Debit,POS,0
T100991,C1404,443.79,07-01-25 20:18,Travel,Tiffanymouth,Debit,POS,0
T100992,C6435,247.32,13-05-25 07:32,Health,Ericamouth,Prepaid,Web,0
T100993,C4774,380.75,19-03-25 23:07,Entertainment,East Trevorton,Credit,Web,0
T100994,C3114,181.44,03-01-25 02:07,Gas,Vincenthaven,Prepaid,Mobile,0
T100995,C2644,471.92,15-05-25 21:54,Travel,Christopherbury,Debit,Web,0
T100996,C2409,239.67,12-03-25 20:08,Groceries,North Courtney,Prepaid,Mobile,0
T100997,C5853,218.08,13-02-25 10:23,Restaurants,New Charlotte,Debit,Web,0
T100998,C7655,368.68,09-08-25 19:22,Groceries,Craigton,Debit,POS,0
T100999,C8028,377.44,02-08-25 11:16,Entertainment,New Rodneyville,Debit,Web,0
T101000,C3332,432.13,14-08-25 04:37,Gas,Walkermouth,Credit,Web,0
T101001,C3994,311.18,10-02-25 00:18,Health,Woodshire,Credit,Web,1
T101002,C5986,197.98,19-03-25 17:40,Clothing,East Nathan,Debit,POS,0
T101003,C5454,292,16-03-25 04:03,Travel,West Leahhaven,Debit,POS,0
T101004,C6638,247.04,19-04-25 05:57,Gas,Rileyhaven,Debit,Mobile,0
T101005,C1704,300.78,30-01-25 18:01,Restaurants,North Jesse,Credit,Web,0
T101006,C1008,451.22,21-03-25 22:20,Entertainment,Johnton,Credit,POS,0
T101007,C3736,346.73,12-05-25 11:33,Gas,Elliottton,Prepaid,Mobile,0
T101008,C9351,359.87,30-08-25 08:28,Health,Garnerburgh,Prepaid,POS,0
T101009,C5936,224.58,19-05-25 02:49,Electronics,Lopezbury,Debit,Web,0
T101010,C8731,558.68,04-08-25 02:07,Electronics,Martinezchester,Prepaid,POS,0
T101011,C7814,350.11,11-06-25 02:28,Entertainment,Sandersport,Prepaid,POS,0
T101012,C4005,460.69,09-08-25 04:05,Restaurants,Benjaminburgh,Debit,Mobile,0
T101013,C2854,388.61,07-01-25 12:05,Clothing,North Jamesland,Prepaid,Web,0
T101014,C4892,236.71,07-06-25 22:32,Entertainment,Gloriamouth,Prepaid,POS,0
T101015,C8302,291.43,13-02-25 21:15,Restaurants,Rogersside,Credit,Mobile,0
T101016,C2378,395.33,19-05-25 20:54,Clothing,Port Michaelmouth,Credit,Mobile,0
T101017,C2986,181.63,02-07-25 02:40,Health,New Stephaniefurt,Prepaid,POS,0
T101018,C7868,140.31,02-02-25 17:45,Restaurants,Stefaniestad,Debit,POS,0
T101019,C6416,153.92,05-08-25 07:18,Gas,North Robert,Credit,Web,0
T101020,C9862,2.76,06-02-25 04:02,Restaurants,South Dillontown,Debit,Mobile,0
T101021,C6573,355.39,26-01-25 09:14,Restaurants,West Wendychester,Prepaid,Web,0
T101022,C2928,101.83,27-01-25 23:18,Groceries,Elizabethchester,Credit,POS,0
T101023,C8659,444.61,29-03-25 17:17,Electronics,Jenniferport,Debit,Mobile,0
T101024,C6577,306.43,30-05-25 06:08,Health,Jenniferland,Credit,Mobile,1
T101025,C7217,140.83,11-05-25 06:49,Travel,Port Angelaborough,Prepaid,Mobile,0
T101026,C6953,465.76,19-04-25 12:45,Restaurants,East Bethany,Debit,POS,0
T101027,C5514,98.31,03-03-25 15:44,Groceries,Henrybury,Debit,Mobile,0
T101028,C1044,456.55,26-06-25 16:51,Clothing,Shelbybury,Debit,Web,0
T101029,C6332,204.51,28-02-25 01:11,Entertainment,Fryton,Prepaid,Web,0
T101030,C5612,197.39,28-01-25 12:46,Groceries,Goldenstad,Prepaid,Mobile,0
T101031,C7555,351.81,18-03-25 02:33,Clothing,Madelinefurt,Debit,POS,0
T101032,C1883,404.81,06-07-25 00:48,Entertainment,North Brett,Credit,Mobile,0
T101033,C9602,246.31,22-04-25 13:58,Restaurants,East Nicholas,Credit,Mobile,0
T101034,C7574,484.59,07-08-25 01:04,Restaurants,New Shaun,Credit,POS,0
T101035,C3440,179.85,22-07-25 11:20,Electronics,North Jamieborough,Prepaid,Web,0
T101036,C3786,385.84,08-08-25 14:47,Restaurants,North Mandy,Credit,Mobile,0
T101037,C7068,77.21,04-05-25 17:24,Groceries,Lake Ashleyhaven,Prepaid,Mobile,0
T101038,C8483,142.21,31-08-25 16:09,Groceries,Russomouth,Credit,POS,0
T101039,C3662,76.97,07-01-25 20:31,Gas,Andrewshire,Debit,POS,0
T101040,C9565,558.37,02-01-25 15:40,Entertainment,Lake Kaitlyn,Debit,POS,0
T101041,C9361,191.79,16-06-25 14:25,Restaurants,Lake Jeremyfort,Credit,Mobile,0
T101042,C5716,107.89,02-05-25 07:09,Gas,New Amanda,Debit,Mobile,0
T101043,C7702,299,11-08-25 14:05,Electronics,Hugheston,Prepaid,POS,0
T101044,C2553,75.75,07-02-25 10:29,Gas,Garyberg,Credit,Mobile,0
T101045,C4620,230.16,16-02-25 00:50,Health,Port Brianna,Prepaid,Web,1
T101046,C1559,501.95,14-02-25 11:35,Travel,Amandafurt,Credit,Web,0
T101047,C3453,60.66,01-06-25 23:35,Health,Fergusonfort,Debit,POS,0
T101048,C3068,403.75,31-01-25 17:38,Gas,Deniseville,Prepaid,POS,0
T101049,C5374,80.32,20-03-25 21:46,Travel,East Whitney,Prepaid,Web,0
T101050,C4637,173.97,23-01-25 16:20,Clothing,West Aaronview,Debit,Mobile,0
T101051,C5726,146.54,20-03-25 15:00,Health,Jensenton,Debit,Mobile,0
T101052,C9954,113.85,25-03-25 13:39,Gas,Matthewshire,Prepaid,Mobile,0
T101053,C6185,249.35,15-02-25 15:22,Entertainment,Lake Robin,Debit,POS,0
T101054,C6011,314.64,18-03-25 08:25,Restaurants,East Brianborough,Credit,Mobile,0
T101055,C1501,327.87,22-02-25 02:37,Groceries,New Anna,Credit,POS,0
T101056,C9263,570.04,07-08-25 03:22,Restaurants,New Jeffreychester,Debit,Web,0
T101057,C2023,533.32,21-05-25 23:08,Restaurants,Maldonadoview,Credit,Web,0
T101058,C3310,16.55,18-07-25 14:42,Clothing,Lake Kimberly,Credit,Web,0
T101059,C9466,206.74,25-08-25 07:00,Health,Carolineview,Credit,POS,0
T101060,C3839,234.34,29-01-25 10:40,Groceries,Lake Davidview,Debit,Mobile,0
T101061,C8457,339.47,07-08-25 17:54,Electronics,West Anthonyfort,Credit,Mobile,0
T101062,C4157,50.27,11-06-25 08:36,Health,East Michaelland,Prepaid,POS,0
T101063,C5243,371.54,15-06-25 22:31,Travel,Wilsonfurt,Prepaid,POS,0
T101064,C7251,104.28,27-06-25 22:56,Entertainment,Edwardville,Prepaid,Web,0
T101065,C7747,82.79,04-02-25 21:11,Clothing,Pearsonborough,Debit,Web,0
T101066,C5263,300.94,16-02-25 16:08,Gas,Richardtown,Credit,Mobile,0
T101067,C8860,349.83,20-08-25 01:14,Electronics,Lewisside,Prepaid,Web,0
T101068,C2106,398.11,07-02-25 04:19,Clothing,Davidstad,Prepaid,Web,0
T101069,C2504,366.04,24-07-25 21:07,Gas,Lake Heatherfurt,Debit,POS,0
T101070,C4919,241.23,15-02-25 16:01,Restaurants,Sarahhaven,Credit,Mobile,0
T101071,C3982,416.28,26-08-25 15:25,Restaurants,East Theresa,Prepaid,Mobile,0
T101072,C1698,52.78,15-01-25 23:51,Travel,Johnchester,Prepaid,Mobile,0
T101073,C6126,471.47,29-01-25 18:51,Travel,Fishertown,Credit,POS,0
T101074,C2850,413.06,01-03-25 12:22,Electronics,West Monique,Prepaid,Mobile,0
T101075,C4899,493.05,20-04-25 14:34,Groceries,Rollinshaven,Prepaid,Mobile,0
T101076,C4928,141.48,22-06-25 08:14,Entertainment,Lake Richardfurt,Prepaid,Web,0
T101077,C3396,502.55,27-07-25 13:40,Restaurants,Gilmorebury,Prepaid,Mobile,0
T101078,C8435,87.23,11-02-25 23:15,Clothing,North Breanna,Credit,Mobile,0
T101079,C9710,499.81,24-05-25 19:14,Entertainment,South Jenniferview,Credit,Mobile,0
T101080,C5321,159.2,06-08-25 10:58,Clothing,Washingtonmouth,Debit,POS,0
T101081,C5018,114.62,15-04-25 01:01,Clothing,Port Brittany,Prepaid,Mobile,0
T101082,C7043,88.24,27-06-25 15:53,Entertainment,Christopherberg,Credit,Web,0
T101083,C1537,412.41,23-07-25 11:26,Groceries,South Ericborough,Prepaid,Web,0
T101084,C6583,251.14,25-03-25 09:50,Restaurants,East Kaylabury,Credit,Web,0
T101085,C4115,128.21,29-08-25 13:47,Gas,South Angieberg,Prepaid,Mobile,0
T101086,C3749,236.95,15-04-25 21:42,Groceries,Robertsport,Debit,POS,0
T101087,C2485,296.18,02-03-25 00:17,Electronics,Jamesview,Debit,POS,0
T101088,C4635,165.85,23-02-25 14:49,Groceries,New Ericmouth,Debit,Web,0
T101089,C1906,273.58,10-03-25 04:46,Clothing,Sherryburgh,Credit,POS,0
T101090,C7305,527.23,29-04-25 13:53,Clothing,Port Michaelburgh,Debit,Mobile,0
T101091,C4631,156.16,14-04-25 10:56,Entertainment,Mclaughlinstad,Prepaid,POS,1
T101092,C5194,159.69,08-05-25 11:26,Entertainment,North Ashley,Credit,POS,0
T101093,C9449,553.89,08-07-25 17:34,Clothing,Westmouth,Debit,Web,0
T101094,C7009,165.79,16-01-25 23:08,Entertainment,New Paultown,Prepaid,Web,0
T101095,C8612,449.25,12-06-25 16:10,Restaurants,Jonathanview,Debit,POS,0
T101096,C3976,229.19,03-08-25 00:40,Groceries,Marissaborough,Credit,POS,0
T101097,C5955,382.14,14-03-25 07:25,Groceries,New Kelsey,Debit,POS,0
T101098,C9215,34.7,06-07-25 02:37,Restaurants,Port Paul,Debit,Mobile,0
T101099,C8239,48.23,29-07-25 00:03,Clothing,Port Mariaport,Prepaid,Web,0
T101100,C8382,129.07,01-07-25 23:43,Travel,New Donna,Credit,POS,0
T101101,C7891,279.71,19-05-25 01:29,Entertainment,West Brian,Prepaid,POS,0
T101102,C6375,156.41,09-03-25 11:04,Entertainment,Michaelside,Credit,Web,0
T101103,C9428,486.17,14-04-25 12:20,Restaurants,West Andrea,Debit,POS,0
T101104,C9353,199.01,01-02-25 12:51,Gas,Smithland,Credit,Mobile,0
T101105,C2377,247.26,15-05-25 18:54,Restaurants,Kayleeside,Prepaid,Web,0
T101106,C5646,424.46,17-07-25 05:33,Health,Hermanburgh,Debit,POS,0
T101107,C7476,436.34,31-07-25 14:28,Entertainment,South Jeremy,Prepaid,Web,0
T101108,C2744,434.53,23-06-25 21:41,Restaurants,Lewisstad,Credit,POS,0
T101109,C4258,473.68,22-01-25 02:32,Groceries,Wyattbury,Prepaid,POS,0
T101110,C2009,80.71,23-08-25 10:03,Clothing,Alvarezhaven,Credit,Mobile,0
T101111,C3913,451.52,17-06-25 16:48,Entertainment,Timothymouth,Prepaid,POS,0
T101112,C3575,148.25,06-07-25 16:09,Entertainment,New Brendaberg,Debit,POS,0
T101113,C5672,286.38,07-01-25 12:30,Clothing,Jacksonberg,Credit,POS,1
T101114,C6886,100.01,27-07-25 04:14,Clothing,Bentontown,Credit,Mobile,0
T101115,C4192,460.22,21-03-25 10:01,Travel,Port Jasmin,Debit,Mobile,0
T101116,C2137,448.43,29-08-25 15:13,Travel,Millsfurt,Prepaid,Web,0
T101117,C5188,164.84,22-05-25 16:54,Health,North Michael,Prepaid,Web,0
T101118,C7402,356.53,14-05-25 12:57,Restaurants,New Kathryn,Credit,Mobile,0
T101119,C3253,128.12,10-04-25 17:42,Groceries,East Alisonborough,Credit,Web,0
T101120,C5440,342.59,10-05-25 23:05,Entertainment,East Stevenbury,Credit,Mobile,0
T101121,C2373,308.62,23-01-25 21:59,Clothing,Port Ericborough,Prepaid,Mobile,0
T101122,C3996,22.81,17-06-25 16:19,Gas,Williamsshire,Credit,Mobile,0
T101123,C6808,239.04,08-06-25 21:57,Entertainment,Crosschester,Credit,Web,0
T101124,C8231,393.72,18-04-25 10:01,Health,Port Jacob,Credit,Web,0
T101125,C5934,206.51,10-01-25 08:24,Clothing,South Carlland,Credit,Mobile,0
T101126,C9618,94.64,03-04-25 04:33,Health,Jacobport,Prepaid,POS,0
T101127,C8247,102.63,12-04-25 23:10,Entertainment,North Bradleyberg,Prepaid,Mobile,0
T101128,C1929,324.77,17-05-25 07:22,Groceries,Obrienmouth,Debit,Mobile,0
T101129,C7355,115.82,07-07-25 23:20,Entertainment,Samuelmouth,Credit,Mobile,0
T101130,C3281,451.6,05-01-25 10:57,Restaurants,Lake Larry,Prepaid,POS,0
T101131,C1074,178.05,16-02-25 20:19,Electronics,East Kara,Credit,Web,0
T101132,C2482,559.99,04-02-25 13:23,Travel,Port Cassandraborough,Prepaid,Mobile,1
T101133,C7901,290.52,22-01-25 15:19,Clothing,Lake Sophia,Prepaid,Web,0
T101134,C5432,509.72,31-01-25 23:05,Restaurants,Lake Christopher,Prepaid,Mobile,0
T101135,C9722,334.87,01-07-25 13:38,Travel,East Gordon,Prepaid,POS,0
T101136,C5561,91.32,28-06-25 16:19,Restaurants,Port Ronald,Debit,POS,0
T101137,C8897,76.48,03-05-25 20:16,Entertainment,Millerside,Credit,Mobile,0
T101138,C4989,416.29,21-07-25 10:02,Electronics,Lake Frederickberg,Debit,Web,0
T101139,C7267,354.57,16-04-25 14:00,Gas,New Derek,Prepaid,POS,0
T101140,C3108,186.63,21-08-25 04:53,Clothing,Frenchville,Prepaid,Mobile,0
T101141,C2347,451.04,06-06-25 22:36,Clothing,Maxwellborough,Prepaid,Mobile,0
T101142,C5990,38.43,14-05-25 17:13,Travel,West Annaburgh,Credit,Web,0
T101143,C2507,470.81,15-03-25 21:29,Gas,Kaylaburgh,Credit,Web,0
T101144,C5378,497.59,27-04-25 19:31,Entertainment,New Crystalmouth,Prepaid,POS,0
T101145,C8047,297.12,25-04-25 18:21,Entertainment,North Samuelside,Prepaid,Mobile,0
T101146,C4970,287.37,03-06-25 23:59,Electronics,South Robert,Debit,Web,0
T101147,C9735,473.77,12-08-25 03:30,Electronics,Justinburgh,Debit,Mobile,0
T101148,C3901,322.71,02-07-25 00:27,Entertainment,South Teresamouth,Credit,POS,0
T101149,C7045,419.51,14-02-25 13:14,Clothing,Woodshaven,Debit,POS,0
T101150,C2625,199.22,13-05-25 06:21,Restaurants,Wolfport,Prepaid,Web,0
T101151,C7817,226.04,19-05-25 23:20,Entertainment,Meganville,Debit,POS,0
T101152,C5928,396.67,20-07-25 17:11,Health,Port Joseph,Prepaid,Mobile,0
T101153,C8579,354.15,17-08-25 19:55,Clothing,North Daniel,Prepaid,Mobile,0
T101154,C4051,569.71,24-01-25 06:12,Travel,Tinaton,Credit,POS,0
T101155,C2345,247.06,28-02-25 21:21,Entertainment,Ashleyside,Debit,POS,0
T101156,C8796,331.4,18-06-25 03:49,Groceries,Thomasport,Credit,Mobile,0
T101157,C6053,204.47,23-04-25 10:15,Gas,Patrickport,Prepaid,Web,0
T101158,C3635,234.79,31-08-25 17:11,Electronics,Lunafort,Credit,Web,0
T101159,C2293,268.84,04-06-25 00:25,Entertainment,Lake Aliciaside,Prepaid,POS,0
T101160,C8708,464.71,19-06-25 17:55,Gas,Lake Sharonton,Prepaid,POS,0
T101161,C2478,114.18,15-04-25 06:00,Entertainment,South Stephanie,Credit,Web,0
T101162,C7366,362.72,02-02-25 09:39,Entertainment,East Stephen,Credit,Mobile,0
T101163,C7412,455.37,16-01-25 08:00,Electronics,Mirandaborough,Prepaid,Mobile,0
T101164,C7816,248.09,03-06-25 14:37,Health,Carrieville,Prepaid,POS,0
T101165,C2355,373.77,01-09-25 05:07,Groceries,Taramouth,Prepaid,POS,0
T101166,C2980,379.87,22-02-25 11:52,Entertainment,New Samanthamouth,Prepaid,Mobile,0
T101167,C8526,252.59,29-04-25 01:01,Clothing,Ashleyville,Credit,POS,0
T101168,C3704,226.7,26-01-25 14:44,Clothing,South Linda,Prepaid,Web,0
T101169,C8007,357.78,23-03-25 20:51,Gas,Bautistastad,Prepaid,Mobile,0
T101170,C1799,209.74,16-05-25 03:41,Entertainment,North Amy,Debit,Mobile,0
T101171,C9365,221.5,07-02-25 20:08,Groceries,Lopeztown,Prepaid,POS,0
T101172,C6837,622.48,13-03-25 03:49,Travel,Hansenmouth,Debit,Mobile,0
T101173,C4057,356.91,17-04-25 17:12,Travel,Salinasview,Credit,Web,0
T101174,C1353,496.82,25-07-25 10:09,Groceries,Garyland,Credit,Web,0
T101175,C1228,489.33,24-01-25 00:55,Electronics,Warrenborough,Prepaid,Web,0
T101176,C4440,327.32,15-02-25 18:56,Gas,West Justin,Prepaid,Mobile,0
T101177,C3173,336.08,01-07-25 22:30,Clothing,Sarahton,Credit,Web,0
T101178,C4248,322.07,23-06-25 10:21,Gas,Lopezchester,Prepaid,Mobile,0
T101179,C7397,507.62,22-07-25 14:01,Gas,Clayside,Credit,Mobile,0
T101180,C1131,385.39,18-05-25 01:50,Groceries,Gillespieburgh,Debit,POS,0
T101181,C4591,50.83,03-07-25 16:12,Groceries,Sonyastad,Credit,Web,0
T101182,C8225,304.32,13-05-25 07:45,Entertainment,West Kim,Debit,Web,0
T101183,C4514,245.31,25-03-25 01:53,Travel,Jeffreymouth,Credit,Mobile,0
T101184,C7007,429.9,17-06-25 08:39,Electronics,Port Charles,Debit,Mobile,0
T101185,C7946,232.94,19-03-25 12:51,Travel,Lake Devin,Credit,Web,0
